Usuario;Comentario;Puntuacion;Lugar;Puntuacion Global
Usuario1038;Siempre hay gente sonriente y dispuesta a ayudar en todo, la habitacion con una vista hermosa al mar, los alimentos muy ricos y mucha variedad, siempre habia un...;4.0;Sunscape Puerto Vallarta Resort & Spa;4.0
Usuario1038;por una confusion en el horario perdi una actividad comprada y me lograron acomodar en otro horario, excelente actitud de servicio!!;5.0;Amstar;4.0
Usuario1038;el agua del mar es hermosamente azul, muchas aves y fauna marina, alcance a ver 5 delfines, 3 tortugas marinas, un cangrejo y una mantarraya, sorprendente!!!;5.0;Islas Marietas;4.5
Usuario1038;el agua del mar es hermosamente azul, muchas aves y fauna marina, alcance a ver 5 delfines, 3 tortugas marinas, un cangrejo y una mantarraya, sorprendente!!!;5.0;Islas Marietas;4.5
Usuario1038;Excelente ubicacion, me encanto sus espacios abiertos, abundante y hermosa vegetacion, albercas grandes,habitaciones comodas, excelente servicio y calidez de to...;4.0;Hotel Krystal Puerto Vallarta;4.0
Usuario1038;en si me encanto el paseo pero lo unico que no me gusto es que estaba la marea alta y no pudimos entrar por la cueva;5.0;Islas Marietas;4.5
Usuario1038;en si me encanto el paseo pero lo unico que no me gusto es que estaba la marea alta y no pudimos entrar por la cueva;5.0;Islas Marietas;4.5
Usuario1671;Realmente una atencion no de 10' de 100'!!!! fui con mi esposa y mi hija de 2 años, llegando un recibimiento muy bueno por Mauricio< de ahi una atencion muy bue...;5.0;Hilton Puerto Vallarta Resort;4.0
Usuario1671;"Fui con mi familia, comimos y nos atendieron de 10""...Un anbiente muy familiar, la carne super tierna y muy rica!!!!";5.0;Asador La Vaca Argentina;4.0
Usuario1671;Un lugar mas que lindo, fui con mi mujer e hija de 2 años, una atencion de maravillas, hay que todo por hacer....los muchachos de Vallarta Adventure son Geniali...;5.0;Islas Marietas;4.5
Usuario236;Es muy delicioso el buffet, cuenta con una gran variedad de entradas, ensaladas, pastas, postres. Pero lo más relevante es su sistema de espadas de cortes diver...;4.0;Mr Pampas Garza Sada;3.5
Usuario236;El hotel es sencillo, limpio, acogedor, cuenta con todo lo necesario para descansar , deliciosos desayunos , a corta distancia para seguir disfrutando de la her...;5.0;Hotel Colonial;4.0
Usuario236;El hotel es sencillo, limpio, acogedor, cuenta con todo lo necesario para descansar , deliciosos desayunos , a corta distancia para seguir disfrutando de la her...;5.0;Hotel Colonial;4.0
Usuario236;Deliciosa comida, ambiente agradable atención insuperable y sabores que te hacen feliz. Muy recomendable si quieres consentir tu paladar.;5.0;La Chaya Maya;4.5
Usuario236;Deliciosa comida, ambiente agradable atención insuperable y sabores que te hacen feliz. Muy recomendable si quieres consentir tu paladar.;5.0;La Chaya Maya;4.0
Usuario236;un lugar con música, buenos tragos y sobre todo una ambiente agradable, comida de buen sabor, aunque porciones pequeñas;5.0;La Parrilla Colonial Mérida;4.0
Usuario236;Toda la comida fabulosa, un sabor indiscutible, atención personalizada, jugos naturales deliciosos y un ambiente agradable;5.0;Hotel Colonial;4.0
Usuario236;Toda la comida fabulosa, un sabor indiscutible, atención personalizada, jugos naturales deliciosos y un ambiente agradable;5.0;Hotel Colonial;4.0
Usuario236;Después de una excelente caminata en Uxmal pudimos refrescarnos y comer en un lugar de ensueño atrapado en el tiempo.;5.0;Hacienda Ochil;4.0
Usuario236;un lugar peculiar, mezcla de sabores y detalles visuales muy típicos de la cultura maya, volveré sin dudarlo.;5.0;La Chaya Maya;4.5
Usuario236;un lugar peculiar, mezcla de sabores y detalles visuales muy típicos de la cultura maya, volveré sin dudarlo.;5.0;La Chaya Maya;4.0
Usuario236;hermosas construcciones, gran historia, te llevan en le tiempo, soñando como seria en su época de esplendor y puedes disfrutar algunos bares.;5.0;Paseo de Montejo;4.5
Usuario236;En el podrás encontrar desde cosas chinas, como maravillosas artesanías y si tienes suerte hasta buena música.;5.0;Tianguis La Peñita;4.5
Usuario236;Literalmente llegamos nos sentamos en una banca y disfrutamos escuchar el sonido del mar, luego nos disidimos a brincando en las olas.;5.0;Playa La Peñita;4.0
Usuario236;Mi reconocimiento por haber superado nuestras expectativas, a pesar de ser un hotel sencillo, la calidez de todo el personal nos hizo sentir tan en paz y como e...;5.0;Decameron Los Cocos;4.0
Usuario236;Es un paseo corto pero vale la pena, hay piedras de coral a un lado de la playa, por eso es recomendable llevar tenis para agua y tu equipo para snorkel.;5.0;Isla de Coral;4.0
Usuario236;El pescado zarandeado y especialidades de mariscos son la especialidad de la casa, con hermosa vista de guayabitos.;5.0;Restaurante Pineda;4.5
Usuario236;Delicioso, excelente atención, fuimos por el cumpleaños de mi Madre, el Plato Mexicano y el Mixto Arrachera-cabrito muy recomendables. Además de las bebidas, el...;5.0;Las Palomas de Santiago;4.0
Usuario236;Desde que llegamos nos sorprendió que contara con valet parking, es un Hotel antiguo pero muy acogedor, me imagine vivir en épocas de la revolución mexicana, s...;3.0;Hotel Sautto;3.0
Usuario236;Es impresionante su construcción, sus detalles te remontan al pasado y los aromas dan nostalgia. Sobre ella gira todo el turismo.;5.0;Parroquia de San Miguel Arcángel;5.0
Usuario236;Fuimos a desayunar chilaquiles con arrachera fue una delicia, acompañados de un trió, Esta frente al jardín principal, decorado con pintorescos cuadros con mila...;5.0;Los Milagros;4.0
Usuario236;Excelente en todos los aspectos, un ambiente extraordinario, un trato personalizado, una carta variada, vinos y bebidas para todos los gustos y postres maravill...;5.0;Hank's San Miguel;4.0
Usuario236;Fuimos sólo a tomar café lechero y acabamos pidiendo pan de elote bañado con un poco de chocolate y rompo pe. Delicioso;5.0;Salecito Cafe;3.0
Usuario236;Excelente lugar, con una atmósfera que da una sensación de paz y alegría por la vida, exquisita manifestación de amor por cuidar los detalles y dar a conocer nu...;5.0;Casa Michoacana;4.5
Usuario236;Aunque está en remo delación su fachada,no le quita valor, desde que lees los refranes de la entrada, te lleva a la meditación, hermoso arte religioso.;5.0;Iglesia de la Inmaculada Concepción;4.5
Usuario236;Cumulo de experiencias y aprendizajes, excelente lugar que te lleva a conocer mucho de nuestra historia , la valentía y sufrir de nuestro Héroe Nacional.;5.0;Casa de Ignacio Allende;4.5
Usuario236;Te va llevando poco a poco a conocer a tan excelente compositor y cantante. Desde sus orígenes, hasta sus grandes éxitos.;5.0;Casa Museo José Alfredo Jiménez;4.5
Usuario236;El mantecado,entre muchos otros sabores resultan una grata sorpresa, pide probar algunos sabores antes de seleccionar el tuyo.;5.0;Nieves Josué;4.5
Usuario236;Es una exquisita experiencia, la combinación de sabores, colores y texturas. Inmediatamente te das cuenta de lo fresco de los ingredientes que utilizan. Es un l...;5.0;Los claros;4.5
Usuario236;Excelente aventura, llena de gran encanto, conocimiento y conexión con nuestros amigos los Camellos. Inicias conociendo a nuestros cómplices y compañeros de av...;5.0;Cabo Adventures;5.0
Usuario236;El Hotel no es muy grande en comparación con otros, pero es muy acogedor, la atención de su personal desde que llegamos hasta que nos fuimos estupendo. Los desa...;5.0;Las Palmas by the Sea;4.0
Usuario236;Es un lugar donde se combinan muchas cosas. Encuentras grandes expresiones artísticas y culturales, puedes tomar maravillosas fotografías, comer delicioso y co...;5.0;Malecón Boardwalk;4.5
Usuario236;Soñé con el momento de ir y no me defraudo, fui afortunada, nade con gran entusiasmo y cuando me encontré en ese maravilloso capricho de la naturaleza fui inmen...;5.0;Islas Marietas;4.5
Usuario236;Un lugar sencillo, típico de la región cirticola, donde puedes tomar un delicioso café , con un desayuno como el típico machacado con huevo, los famosos empalme...;4.0;Restaurant Cafe Capri;4.5
Usuario236;De fácil acceso, se encuentra a orilla de carretera nacional, excelentes tacos de carne asada, servicio personalizado por el dueño del establecimiento, muy reco...;4.0;Diaz Restaurante;4.5
Usuario236;Excelentes meriendas, en un ambiente hogareño, disfrutando cafecito con empanadas de higo, calabaza o algunos de sus deliciosos pasteles o chiscake, limpio y ex...;5.0;La Casa de la Abuela;4.0
Usuario236;Un lugar donde el fin primordial es descansar, después de recorrer los diverso parajes de la Huasteca Potosina, es reconfortante llegar a un lugar en contacto d...;5.0;Hotel Spa Taninul;3.0
Usuario236;Excelente para relajar el cuerpo, exfoliar la piel y mitigar el cansancio después de explorar la hermosa Huasteca Potosina;5.0;Cueva en Taninul;4.5
Usuario236;Es un lugar maravillosos, inexplicable,primero caminamos menos de un kilómetro hasta llegar al embarcadero, remamos por aguas color azul aqua, nuestra Guía Ivon...;5.0;Cascada de Tamul;5.0
Usuario236;Atención excelente desde recepción, consideraron todas mis peticiones, dieron preferencia por llevar a mi madre que cumpliría 80 años, el equipo de animación mu...;5.0;Viva Wyndham Maya - An All Inclusive Resort;4.0
Usuario236;Linda, pequeña, y construcción antigua, un hermosos puentesito, en el cual tiran monedas los paseantes, para pedir un deseo;5.0;Nuestra Señora del Carmen;4.5
Usuario236;Nos divertimos mucho, conocimos personas interesantes, aprendimos sobre los mayas. Nos gusto la playa, las ruinas y el trato.;5.0;Cancun Adventures;5.0
Usuario236;Implica caminar, observar,conocer, bañarse en la playa, comprar y comer cosas deliciosas. Me gusto mucho el ambiente y la seguridad.;5.0;Quinta Avenida;4.0
Usuario236;Hermoso, excelente servicio, los mejores barman de cabos, el personal de primera, comida, aperitivos, los jugos naturales, el espectáculo, los jóvenes de animac...;5.0;Hotel Riu Santa Fe;3.5
Usuario893;Ate at the location on central. Great catfish and shrimp! The homemade tarter sauce and cocktail sauce are the best I have had!;5.0;Bubba's Catfish-2-Go;4.5
Usuario893;Came in by boat. They have nice slips to pull into. Nice hike through the gardens. Also good for dogs!;5.0;Garvan Woodland Gardens;4.5
Usuario893;Very nice park for camping. Also has great trails for walking. I take my dogs there when I can. Beautiful place!;5.0;Lake Catherine State Park;4.5
Usuario893;We eat there all the time. It is by far the best pizza I have ever had! Very fresh ingredients and lots of selections.;5.0;Deluca's Pizza;4.0
Usuario893;We eat there all the time. It is by far the best pizza I have ever had! Very fresh ingredients and lots of selections.;5.0;Deluca's Pizza;4.0
Usuario893;The best pizza in Hot Springs, AR! Really fresh ingredients and the crust is perfect! The only place we eat pizza now. Be sure to call ahead and order your p...;5.0;Deluca's Pizza;4.0
Usuario893;The best pizza in Hot Springs, AR! Really fresh ingredients and the crust is perfect! The only place we eat pizza now. Be sure to call ahead and order your p...;5.0;Deluca's Pizza;4.0
Usuario893;Visited Garza Blanca for two weeks (Sept. 27 - Oct. 11). Wonderful resort. Absolutely beautiful. The service was exceptional. Never waited for anything. Ro...;5.0;Garza Blanca Preserve, Resort & Spa;4.5
Usuario893;Wonderful safe place to shop and eat, right on the ocean. Very nice shops. Also, bars and restaurants right on the beach.;5.0;Malecón Boardwalk;4.5
Usuario893;This is an okay place to go. The beach was very crowded. The restaurants serve fresh oysters right out of the ocean.;4.0;Islas Marietas;4.5
Usuario893;Beautiful rocks. Also an okay place to snorkel but a very pretty site. Good place to get some pictures.;5.0;Los Arcos;4.5
Usuario893;Very nice new marina. We did two excursions out of this marina. Very clean and safe. Also have a restaurant and some vendors.;5.0;Marina Vallarta;4.5
Usuario893;Very good restaurant with an awesome view of the ocean and Los Arcos. We ate breakfast and dinner here. Lots of choices on the menu.;5.0;Blanca Blue Restaurant & Lounge;4.5
Usuario893;Great restaurant with wonderful steaks. Ate here a couple of times. Also has an awesome view. The flank steak melt in your mouth!;5.0;BocaDos STK;4.5
